rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
104,665161,Jeremy Pena,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,1,Joey Cantillo,676282,L,46.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",27.9,40.5,27.6,88.7,78.0,85.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.75,38.56,87.43,99.3949,0.4404,0.1459,0.348,72.16,12.83,47.81,26.81,9.3,0.1723,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
105,669016,Brandon Marsh,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,4,Freddy Peralta,642547,R,46.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.3,30.3,34.3,90.4,80.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.77,46.47,90.4,100.4771,0.4383,0.1599,0.3286,71.54,15.12,35.67,25.4,9.6,0.1714,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
106,673962,Josh Jung,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,2,Walker Buehler,621111,R,46.6,Longshot,Watch List,Premium Lineup Spot,33.3,41.2,41.1,100.0,50.0,20.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,46.21,89.72,100.2223,0.4343,0.1529,0.3369,70.72,8.28,40.28,22.03,9.8,0.1453,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
107,663837,Matt Vierling,DET,CWS,2026-06-20T17:10:00Z,Warmup,3,Sean Newcomb,656794,L,46.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",32.8,18.5,65.1,96.6,78.0,18.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,1,"Last 7 games: 2/19, 1 HR","platoon edge; pitcher baseline 4.8% barrel, 2.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.18,38.5,88.7,99.0249,0.3996,0.1524,0.3149,71.0,7.71,33.44,32.11,3.8,0.1233,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
108,669394,Jake Burger,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,7,Walker Buehler,621111,R,46.4,Longshot,Watch List,Strong Barrel,45.6,41.2,41.1,64.3,50.0,34.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.68,46.47,90.12,102.6928,0.4227,0.1816,0.31,75.02,53.71,41.95,26.5,13.2,0.1844,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
109,805808,Kevin McGonigle,DET,CWS,2026-06-20T17:10:00Z,Warmup,1,Sean Newcomb,656794,L,46.3,Longshot,Watch List,Premium Lineup Spot,35.2,18.5,65.1,93.2,50.0,57.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 4.8% barrel, 2.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.4,36.6,87.9,98.4838,0.443,0.177,0.362,71.5,18.9,40.4,35.1,6.0,0.149,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
110,669477,Casey Schmitt,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,7,Max Meyer,676974,R,46.3,Longshot,Watch List,Strong Barrel,45.2,45.4,35.0,64.3,50.0,35.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.82,42.33,89.22,100.431,0.4773,0.1989,0.342,72.12,25.57,41.9,31.68,14.1,0.2053,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
111,665953,Andrés Chaparro,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,3,Ian Seymour,693855,L,46.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",32.1,36.9,41.1,96.6,78.0,0.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,8,0,"Last 7 games: 1/8, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.48,39.97,88.38,100.2321,0.3822,0.1589,0.3415,74.07,44.54,45.86,31.48,0.3,0.0956,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
112,608701,Rob Refsnyder,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,1,Connelly Early,813349,L,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.3,45.9,25.4,88.7,78.0,19.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.87,40.4,88.36,99.3935,0.3471,0.1552,0.2792,72.5,24.49,45.71,29.7,4.8,0.131,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
113,650490,Yandy Díaz,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,1,Cade Cavalli,676917,R,46.1,Longshot,Watch List,Premium Lineup Spot,42.1,32.3,41.1,93.2,50.0,15.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.02,47.18,91.32,102.9506,0.4576,0.1705,0.3607,73.67,38.03,21.29,22.17,15.9,0.1834,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
114,681715,Heriberto Hernández,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,5,Trevor McDonald,686790,R,46.0,Longshot,Watch List,No major boost,48.4,26.8,35.0,86.4,50.0,36.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","same-side matchup; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.39,47.92,91.32,101.5788,0.456,0.1998,0.3431,74.24,45.66,46.89,29.71,7.2,0.1594,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
115,669003,Garrett Mitchell,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,6,Chris Sale,519242,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.5,21.3,44.4,71.7,50.0,68.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 7.5 HR allowed",EV profile; pitcher fly-ball pressure modest,12.02,47.94,92.08,103.719,0.4012,0.1652,0.3223,76.73,73.66,34.14,18.32,3.5,0.1426,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
116,693304,Nick Gonzales,PIT,COL,2026-06-21T01:10:00Z,Scheduled,5,Tomoyuki Sugano,608372,R,45.8,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable",16.2,75.0,38.7,81.9,50.0,14.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.31,37.33,86.77,98.4765,0.3855,0.1049,0.3148,70.5,11.96,40.58,20.84,2.9,0.081,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
117,676609,José Caballero,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,6,Andrew Abbott,671096,L,45.7,Longshot,Watch List,"Good Environment, Platoon Edge, Hot Hitter/Streak",7.7,39.1,83.7,76.2,78.0,70.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.94,27.1,84.32,96.5805,0.3418,0.108,0.2913,68.75,6.96,39.08,20.68,6.4,0.1397,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
118,678882,Ceddanne Rafaela,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,2,Emerson Hancock,676106,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",25.0,54.4,25.4,95.5,50.0,50.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,1,Contact streak: 10/30 over last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,37.3,87.11,98.2463,0.3796,0.1362,0.2973,70.16,8.48,36.97,25.37,9.7,0.165,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
119,694362,Blake Dunn,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,1,Will Warren,701542,R,45.1,Longshot,Watch List,"Good Environment, Premium Lineup Spot",14.8,39.4,83.7,93.2,50.0,13.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.96,31.92,88.46,99.2634,0.3059,0.0836,0.2837,71.12,15.99,25.21,17.91,1.7,0.1075,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
120,621020,Dansby Swanson,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,9,Patrick Corbin,571578,L,45.0,Longshot,Watch List,Platoon Edge,34.6,44.7,55.3,44.8,78.0,26.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.92,42.34,89.59,99.7424,0.3685,0.1575,0.3002,71.18,8.08,44.68,31.36,12.8,0.1492,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
121,661388,William Contreras,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,3,Chris Sale,519242,L,45.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.3,21.3,44.4,92.1,78.0,27.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,44.16,90.26,101.2894,0.4245,0.1576,0.335,73.27,35.49,37.79,24.15,9.3,0.1201,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
122,668930,Brice Turang,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,2,Chris Sale,519242,L,44.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.2,21.3,44.4,95.5,50.0,30.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","same-side matchup; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.84,45.44,90.89,100.8504,0.4444,0.188,0.3518,70.25,12.43,25.83,23.5,13.1,0.1841,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
123,701358,Cam Smith,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,7,Joey Cantillo,676282,L,44.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.0,40.5,27.6,59.8,78.0,20.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.75,44.72,89.37,101.9717,0.4215,0.1767,0.3264,76.32,64.82,34.13,24.44,7.6,0.1332,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
