rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
206,664761,Alec Bohm,PHI,KC,2026-07-05T00:10:00Z,Scheduled,5,Michael Wacha,608379,R,37.1,Longshot,Watch List,Projected Lineup,27.0,30.7,23.2,81.9,50.0,28.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.08,42.48,90.24,100.0302,0.3759,0.1236,0.303,71.0,13.16,27.58,21.88,10.3,0.1332,5.93,35.3,87.92,0.4035,0.1528,26.29,,,Kauffman Stadium,
207,702332,Caleb Durbin,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,6,Sam Aldegheri,691951,L,37.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.9,42.2,28.2,71.7,78.0,62.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.44,29.14,84.99,96.3931,0.3431,0.1007,0.2924,68.67,4.84,43.05,18.07,8.9,0.1569,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
208,672275,Patrick Bailey,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,8,Sean Burke,680732,R,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.2,42.1,27.6,47.9,75.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","switch hitter; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.44,37.38,89.39,98.7954,0.3533,0.1321,0.2752,72.44,27.98,30.54,25.36,3.2,0.0827,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
209,657136,Connor Wong,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,8,Sam Aldegheri,691951,L,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.2,42.2,28.2,47.9,78.0,58.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.64,36.95,86.55,99.1627,0.3468,0.1069,0.3038,72.23,22.15,39.05,22.86,0.7,0.0935,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
210,669242,Tommy Edman,LAD,SD,2026-07-05T02:10:00Z,Scheduled,7,Wandy Peralta,593974,L,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.8,19.4,27.6,59.8,75.0,59.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"switch hitter; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.16,39.2,89.84,100.415,0.4495,0.1363,0.3693,70.62,11.86,41.97,20.9,4.6,0.1717,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
211,670623,Isaac Paredes,HOU,TB,2026-07-04T23:10:00Z,Scheduled,3,Drew Rasmussen,656876,R,36.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",20.3,26.6,27.6,92.1,50.0,46.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.16,31.08,87.05,97.0819,0.3681,0.1313,0.3179,68.02,7.12,52.49,31.5,13.7,0.176,6.23,35.81,88.22,0.354,0.125,22.26,,,Daikin Park,
212,655316,Andruw Monasterio,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,9,Sam Aldegheri,691951,L,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.5,42.2,28.2,40.2,78.0,28.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.05,37.06,87.91,97.9456,0.3595,0.1285,0.2786,68.96,2.83,39.5,32.67,3.3,0.1523,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
213,663538,Nico Hoerner,CHC,STL,2026-07-05T00:08:00Z,Scheduled,6,Kyle Leahy,681517,R,36.7,Longshot,Watch List,Projected Lineup,7.9,58.5,29.8,71.7,50.0,20.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 11.2% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.35,28.55,85.93,96.195,0.3686,0.0829,0.3206,68.36,1.83,33.43,22.05,4.9,0.0977,11.2,48.37,91.06,0.466,0.1866,22.4,,,Wrigley Field,
214,676572,Eric Wagaman,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,7,Chris Sale,519242,L,36.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.3,18.7,30.9,59.8,78.0,23.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,1,"Last 7 games: 2/13, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.39,32.36,87.99,99.0373,0.4231,0.1893,0.3178,72.49,25.96,40.9,22.09,4.1,0.2001,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
215,696030,Alejandro Osuna,TEX,DET,2026-07-04T20:05:00Z,Scheduled,7,Jack Flaherty,656427,R,36.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.3,48.7,27.6,59.8,80.0,19.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.8,31.89,87.99,98.6085,0.3408,0.0738,0.3193,71.62,21.86,26.03,15.37,0.6,0.0387,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
216,695731,Braden Montgomery,CWS,CLE,2026-07-04T23:10:00Z,Scheduled,5,Parker Messick,800048,L,36.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.0,19.5,27.6,81.9,75.0,24.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","switch hitter; pitcher baseline 5.7% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,43.3,89.9,100.7156,0.364,0.116,0.308,70.1,10.3,38.3,18.3,2.0,0.179,5.73,32.04,87.47,0.3498,0.1191,20.77,,,Progressive Field,
217,691594,Javier Sanoja,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,8,Aaron Civale,650644,R,36.4,Longshot,Watch List,Projected Lineup,11.2,57.0,30.9,47.9,50.0,63.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,22,1,Contact streak: 12/22 over last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.73,33.81,87.8,97.801,0.3294,0.0746,0.2806,69.14,7.16,41.23,16.59,3.9,0.1411,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
218,681351,Logan O'Hoppe,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,8,Sonny Gray,543243,R,36.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",35.7,36.5,28.2,47.9,50.0,5.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.06,39.76,87.68,99.6101,0.3613,0.1557,0.2779,72.14,23.9,44.59,30.05,8.5,0.1209,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
219,656775,Cedric Mullins,TB,HOU,2026-07-04T23:10:00Z,Scheduled,6,Hunter Brown,686613,R,35.7,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",20.9,12.9,27.6,71.7,80.0,87.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 4.2% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.66,32.33,88.45,97.9092,0.3288,0.1316,0.2721,70.68,8.41,45.95,31.94,12.1,0.1526,4.15,35.77,85.61,0.2837,0.1003,25.96,,,Daikin Park,
220,803011,Sam Antonacci,CWS,CLE,2026-07-04T23:10:00Z,Scheduled,6,Parker Messick,800048,L,35.1,Longshot,Watch List,Projected Lineup,27.5,20.3,27.6,71.7,50.0,50.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,1,Contact streak: 10/30 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,37.1,87.9,98.4039,0.44,0.141,0.37,70.3,9.7,33.3,22.2,5.0,0.132,5.73,32.04,87.47,0.3498,0.1191,20.77,,,Progressive Field,
221,806198,Cooper Pratt,MIL,AZ,2026-07-05T01:40:00Z,Scheduled,8,Merrill Kelly,518876,R,35.1,Longshot,Watch List,Projected Lineup,9.3,69.4,28.2,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,0,"Last 7 games: 2/20, 0 HR","same-side matchup; pitcher baseline 12.6% barrel, 19.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.9,27.0,88.3,97.4793,0.334,0.068,0.327,69.6,7.1,32.4,13.5,0.0,0.022,12.59,42.94,90.06,0.536,0.244,27.06,,,Chase Field,
222,656716,Zach McKinstry,DET,TEX,2026-07-04T20:05:00Z,Scheduled,7,Kumar Rocker,677958,R,34.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.2,46.3,27.6,59.8,80.0,46.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.16,22.87,84.58,95.148,0.3104,0.0844,0.2777,68.27,3.72,41.31,26.81,5.7,0.123,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
223,805367,Chase Meidroth,CWS,CLE,2026-07-04T23:10:00Z,Scheduled,3,Parker Messick,800048,L,34.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.1,20.3,27.6,92.1,78.0,32.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 5.7% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.77,34.56,87.78,97.3917,0.3267,0.0905,0.2902,66.98,1.32,37.49,19.35,6.4,0.0999,5.73,32.04,87.47,0.3498,0.1191,20.77,,,Progressive Field,
224,650333,Luis Arraez,SF,COL,2026-07-05T00:10:00Z,Scheduled,1,Sean Sullivan,807743,L,34.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",7.8,26.6,38.7,88.7,50.0,58.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.75,20.97,87.01,94.2206,0.3714,0.0865,0.3037,63.02,0.12,29.96,27.61,5.2,0.1273,6.8,28.8,87.3,0.324,0.141,42.4,,,Coors Field,
225,669134,Luis Campusano,SD,LAD,2026-07-05T02:10:00Z,Scheduled,8,Yoshinobu Yamamoto,808967,R,34.5,Longshot,Watch List,Projected Lineup,27.8,29.3,27.6,47.9,50.0,59.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.56,43.02,86.89,99.7893,0.341,0.1428,0.3004,72.82,27.4,48.24,20.01,2.1,0.2156,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
